age,job,marital,education,default,housing,loan,duration,voicemail,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m,nr.employed,y
55,admin.,divorced,high.school,no,yes,no,244,no,-1.7,94.027,-38.3,0.904,4991.6,yes
54,self-employed,married,university.degree,no,no,no,99,no,-1.1,94.601,-49.5,0.987,4963.6,no
56,management,divorced,university.degree,no,no,no,287,yes,-0.1,93.2,-42,4.12,5195.8,no
56,unemployed,divorced,high.school,unknown,yes,no,109,yes,-0.1,93.2,-42,4.021,5195.8,no
40,technician,married,high.school,no,yes,no,118,no,-0.1,93.2,-42,4.12,5195.8,no
49,management,married,university.degree,no,no,no,86,no,1.4,93.918,-42.7,4.96,5228.1,no
30,admin.,single,university.degree,no,no,no,123,yes,1.4,93.444,-36.1,4.963,5228.1,no
29,student,single,professional.course,no,no,no,232,no,-0.1,93.2,-42,4.021,5195.8,no
31,admin.,single,university.degree,no,no,yes,167,no,1.4,93.444,-36.1,4.963,5228.1,no
30,admin.,married,high.school,no,no,no,166,no,-1.8,92.893,-46.2,1.281,5099.1,no
34,admin.,divorced,university.degree,no,yes,no,111,yes,1.4,93.444,-36.1,4.963,5228.1,no
44,entrepreneur,divorced,basic.4y,no,no,no,170,yes,1.4,93.918,-42.7,4.963,5228.1,no
32,technician,single,university.degree,no,no,no,457,yes,-1.8,92.893,-46.2,1.25,5099.1,no
38,housemaid,divorced,university.degree,no,no,no,403,yes,-1.1,94.767,-50.8,1.03,4963.6,yes
37,self-employed,married,university.degree,no,yes,no,48,yes,-0.1,93.2,-42,4.021,5195.8,no
29,technician,married,university.degree,no,no,no,5,no,1.4,93.918,-42.7,4.968,5228.1,no
30,admin.,single,university.degree,no,yes,no,374,yes,1.4,93.444,-36.1,4.963,5228.1,no
54,management,married,university.degree,no,yes,no,85,no,-1.8,93.075,-47.1,1.365,5099.1,no
43,blue-collar,married,basic.9y,no,yes,yes,393,yes,1.4,93.918,-42.7,4.961,5228.1,no
33,admin.,married,university.degree,no,no,no,92,yes,1.1,93.994,-36.4,4.857,5191,no
32,admin.,single,university.degree,unknown,yes,no,256,yes,1.4,93.444,-36.1,4.963,5228.1,no
57,retired,married,professional.course,no,yes,no,124,yes,-1.1,94.767,-50.8,1.031,4963.6,no
29,admin.,married,university.degree,no,yes,no,137,yes,1.4,93.444,-36.1,4.964,5228.1,no
36,entrepreneur,married,unknown,unknown,yes,no,44,no,1.4,93.918,-42.7,4.96,5228.1,no
48,blue-collar,married,basic.9y,no,yes,no,268,yes,-1.8,93.876,-40,0.668,5008.7,yes
30,blue-collar,married,basic.9y,no,yes,yes,231,yes,-1.8,92.893,-46.2,1.299,5099.1,no
45,admin.,married,university.degree,no,yes,no,64,no,-3.4,92.379,-29.8,0.741,5017.5,no
42,blue-collar,married,basic.6y,no,yes,no,56,no,-1.8,92.893,-46.2,1.327,5099.1,no
31,admin.,single,high.school,no,no,no,96,yes,1.4,93.918,-42.7,4.962,5228.1,no
28,services,single,unknown,no,yes,no,83,no,-1.8,92.893,-46.2,1.344,5099.1,no
53,services,married,unknown,no,yes,no,501,no,-2.9,92.963,-40.8,1.262,5076.2,yes
58,admin.,married,university.degree,no,yes,no,9,yes,-1.1,94.601,-49.5,0.953,4963.6,no
32,services,married,high.school,no,no,yes,340,no,-1.8,93.075,-47.1,1.405,5099.1,no
31,unemployed,married,university.degree,no,no,no,124,no,1.4,93.444,-36.1,4.964,5228.1,no
53,blue-collar,married,basic.4y,no,no,no,545,no,-0.1,93.2,-42,4.191,5195.8,no
53,admin.,married,basic.9y,no,no,no,35,yes,1.1,93.994,-36.4,4.858,5191,no
32,housemaid,married,university.degree,no,yes,yes,73,yes,1.4,93.444,-36.1,4.964,5228.1,no
32,services,single,basic.6y,no,unknown,unknown,131,no,1.4,94.465,-41.8,4.866,5228.1,no
43,unemployed,married,basic.9y,no,yes,no,305,yes,1.1,93.994,-36.4,4.855,5191,no
44,housemaid,married,basic.4y,unknown,no,no,124,no,1.4,94.465,-41.8,4.866,5228.1,no
45,blue-collar,married,high.school,unknown,no,no,124,yes,1.4,93.444,-36.1,4.968,5228.1,no
41,blue-collar,married,unknown,unknown,no,no,203,no,-1.8,93.075,-47.1,1.405,5099.1,no
64,unknown,married,unknown,no,yes,yes,219,yes,-2.9,92.201,-31.4,0.873,5076.2,no
30,self-employed,married,university.degree,no,yes,no,150,yes,1.4,93.918,-42.7,4.963,5228.1,no
31,technician,married,professional.course,no,no,no,3643,no,1.4,93.918,-42.7,4.963,5228.1,yes
27,admin.,single,high.school,unknown,no,no,1105,no,1.4,93.918,-42.7,4.96,5228.1,yes
38,technician,married,professional.course,no,yes,yes,11,no,-0.1,93.2,-42,4.12,5195.8,no
37,admin.,single,university.degree,no,no,yes,553,no,-1.8,92.893,-46.2,1.299,5099.1,no
50,blue-collar,married,basic.9y,unknown,unknown,unknown,90,yes,1.4,93.918,-42.7,4.966,5228.1,no
60,technician,divorced,professional.course,unknown,yes,no,202,yes,1.1,93.994,-36.4,4.858,5191,no
50,technician,divorced,professional.course,no,no,no,73,no,1.4,93.444,-36.1,4.965,5228.1,no
34,admin.,single,high.school,no,no,no,127,yes,1.4,93.918,-42.7,4.962,5228.1,no
45,admin.,married,basic.6y,no,no,yes,268,no,1.4,93.918,-42.7,4.962,5228.1,no
39,services,single,professional.course,unknown,yes,no,199,yes,-1.8,92.893,-46.2,1.327,5099.1,no
36,blue-collar,married,basic.6y,unknown,no,no,166,yes,1.1,93.994,-36.4,4.855,5191,no
34,management,married,high.school,no,yes,no,838,no,1.4,93.918,-42.7,4.961,5228.1,yes
31,blue-collar,divorced,high.school,no,yes,no,829,yes,-1.8,92.893,-46.2,1.281,5099.1,yes
27,student,single,university.degree,no,yes,no,104,no,1.1,93.994,-36.4,4.858,5191,no
35,blue-collar,married,basic.6y,no,yes,no,312,yes,1.1,93.994,-36.4,4.857,5191,no
50,technician,married,university.degree,no,no,no,146,unknown,1.4,93.918,-42.7,4.962,5228.1,no
53,management,married,university.degree,no,yes,no,313,no,-0.1,93.2,-42,4.153,5195.8,no
27,blue-collar,married,basic.4y,no,yes,no,88,yes,-1.8,92.893,-46.2,1.266,5099.1,no
57,housemaid,married,university.degree,no,no,no,388,yes,1.4,93.918,-42.7,4.962,5228.1,no
37,blue-collar,married,basic.9y,no,unknown,unknown,136,no,-1.8,92.893,-46.2,1.334,5099.1,no
59,technician,married,basic.6y,unknown,no,no,24,no,1.1,93.994,-36.4,4.86,5191,no
49,housemaid,married,professional.course,no,no,no,565,no,1.1,93.994,-36.4,4.86,5191,no
32,management,married,high.school,no,no,yes,256,no,-0.1,93.2,-42,4.191,5195.8,no
34,unemployed,married,basic.9y,no,yes,no,218,no,-1.8,92.893,-46.2,1.266,5099.1,no
25,self-employed,single,university.degree,no,no,no,199,yes,1.1,93.994,-36.4,4.857,5191,no
45,blue-collar,married,basic.9y,unknown,yes,yes,207,yes,1.1,93.994,-36.4,4.856,5191,no
34,blue-collar,married,basic.6y,unknown,no,no,651,no,1.4,94.465,-41.8,4.967,5228.1,no
29,admin.,single,university.degree,no,no,no,247,yes,-2.9,92.963,-40.8,1.26,5076.2,no
53,blue-collar,married,unknown,unknown,yes,no,386,yes,1.4,93.918,-42.7,4.962,5228.1,no
29,technician,single,professional.course,unknown,yes,no,239,no,-0.1,93.2,-42,4.076,5195.8,no
39,housemaid,married,basic.4y,no,no,no,183,yes,1.4,93.444,-36.1,4.963,5228.1,no
40,admin.,divorced,high.school,no,yes,no,164,yes,-1.8,92.893,-46.2,1.25,5099.1,no
27,services,single,university.degree,no,yes,no,104,no,-1.8,93.369,-34.8,0.652,5008.7,yes
55,unemployed,married,basic.9y,no,yes,no,156,yes,-3.4,92.431,-26.9,0.728,5017.5,no
32,services,married,high.school,no,no,no,55,yes,1.4,93.444,-36.1,4.964,5228.1,no
54,admin.,married,professional.course,no,yes,no,103,yes,1.4,93.444,-36.1,4.964,5228.1,no
39,unemployed,married,university.degree,unknown,yes,no,74,yes,-0.1,93.2,-42,4.191,5195.8,no
43,technician,divorced,professional.course,no,no,no,644,yes,1.1,93.994,-36.4,4.86,5191,no
41,blue-collar,divorced,basic.4y,no,yes,no,122,yes,1.4,94.465,-41.8,4.962,5228.1,no
26,admin.,married,high.school,no,no,yes,112,yes,-3.4,92.649,-30.1,0.719,5017.5,no
52,technician,married,professional.course,no,yes,yes,203,yes,1.4,93.444,-36.1,4.965,5228.1,no
44,admin.,married,university.degree,no,no,no,96,no,-2.9,92.201,-31.4,0.879,5076.2,no
38,blue-collar,married,basic.9y,unknown,no,no,145,no,-0.1,93.2,-42,4.12,5195.8,no
42,services,married,university.degree,no,unknown,unknown,122,no,-2.9,92.963,-40.8,1.099,5076.2,no
44,admin.,married,university.degree,no,no,no,135,no,-0.1,93.2,-42,4.021,5195.8,no
27,admin.,single,basic.6y,no,yes,no,195,yes,-1.8,92.893,-46.2,1.25,5099.1,no
28,management,married,university.degree,no,no,no,771,yes,1.4,94.465,-41.8,4.962,5228.1,yes
47,housemaid,married,university.degree,no,yes,no,232,yes,-2.9,92.201,-31.4,0.843,5076.2,yes
34,services,married,high.school,no,yes,no,206,yes,1.4,93.918,-42.7,4.96,5228.1,no
55,blue-collar,divorced,basic.4y,unknown,yes,yes,163,yes,-1.8,92.893,-46.2,1.299,5099.1,no
34,blue-collar,married,basic.9y,no,yes,no,513,yes,1.1,93.994,-36.4,4.858,5191,no
25,admin.,single,university.degree,no,no,no,103,no,-2.9,92.201,-31.4,0.838,5076.2,no
31,technician,single,professional.course,no,yes,no,150,no,1.4,93.444,-36.1,4.963,5228.1,no
35,admin.,married,high.school,unknown,yes,no,393,no,1.4,93.918,-42.7,4.963,5228.1,no
50,management,married,university.degree,no,no,no,718,yes,-1.1,94.199,-37.5,0.878,4963.6,no
22,blue-collar,single,basic.9y,no,no,no,106,yes,1.4,93.918,-42.7,4.957,5228.1,no
48,unknown,married,basic.4y,unknown,no,no,375,no,1.1,93.994,-36.4,4.856,5191,no
35,blue-collar,married,basic.4y,unknown,no,no,36,yes,1.1,93.994,-36.4,4.857,5191,no
34,technician,married,professional.course,no,yes,no,107,yes,-0.1,93.2,-42,4.12,5195.8,no
50,blue-collar,married,basic.4y,no,yes,yes,234,yes,-0.1,93.2,-42,4.153,5195.8,no
25,student,single,high.school,no,yes,no,112,yes,-2.9,92.469,-33.6,1.044,5076.2,no
51,entrepreneur,divorced,university.degree,no,yes,no,231,unknown,-1.8,92.893,-46.2,1.299,5099.1,no
32,student,single,high.school,unknown,yes,no,107,yes,1.1,93.994,-36.4,4.856,5191,no
59,management,married,university.degree,no,yes,no,646,no,-3,92.713,-33,0.7,5023.5,no
37,blue-collar,married,basic.9y,unknown,no,no,138,yes,-1.8,92.893,-46.2,1.334,5099.1,no
40,blue-collar,married,basic.4y,no,no,no,181,yes,-0.1,93.2,-42,4.153,5195.8,no
26,technician,single,professional.course,no,yes,no,605,yes,1.4,94.465,-41.8,4.864,5228.1,no
32,admin.,married,high.school,no,no,no,84,yes,-1.8,92.893,-46.2,1.327,5099.1,no
33,management,single,university.degree,no,yes,yes,1176,yes,-1.8,93.075,-47.1,1.498,5099.1,yes
35,self-employed,married,basic.4y,unknown,no,no,140,yes,1.4,94.465,-41.8,4.961,5228.1,no
32,student,single,university.degree,no,yes,no,209,yes,1.4,94.465,-41.8,4.962,5228.1,no
35,admin.,married,high.school,unknown,no,no,356,yes,1.4,93.918,-42.7,4.962,5228.1,no
31,technician,single,university.degree,no,yes,no,984,no,-0.1,93.2,-42,4.191,5195.8,yes
38,blue-collar,married,basic.9y,no,no,no,693,no,1.4,94.465,-41.8,4.959,5228.1,yes
30,student,single,high.school,no,no,no,592,no,-1.7,94.027,-38.3,0.899,4991.6,yes
32,services,married,high.school,no,yes,no,628,no,-1.8,92.893,-46.2,1.27,5099.1,yes
44,blue-collar,married,basic.9y,no,no,no,556,yes,-1.8,92.893,-46.2,1.327,5099.1,no
35,admin.,single,university.degree,no,yes,no,673,yes,1.4,93.918,-42.7,4.962,5228.1,no
48,blue-collar,married,basic.9y,unknown,no,no,454,yes,1.4,94.465,-41.8,4.958,5228.1,no
52,retired,married,university.degree,unknown,no,no,172,yes,-0.1,93.2,-42,4.12,5195.8,no
41,blue-collar,married,basic.9y,no,yes,yes,198,yes,-1.8,92.893,-46.2,1.313,5099.1,no
65,housemaid,married,basic.4y,no,no,no,89,yes,-2.9,92.963,-40.8,1.266,5076.2,no
43,services,divorced,high.school,no,no,no,122,no,1.4,93.918,-42.7,4.962,5228.1,no
40,blue-collar,married,professional.course,no,no,yes,80,no,-0.1,93.2,-42,4.191,5195.8,no
30,admin.,married,university.degree,no,no,no,70,no,1.4,93.918,-42.7,4.957,5228.1,no
66,retired,divorced,high.school,no,no,no,211,yes,-1.7,94.215,-40.3,0.896,4991.6,no
44,services,single,high.school,no,no,no,20,yes,-1.7,94.055,-39.8,0.72,4991.6,no
35,admin.,married,high.school,no,yes,yes,172,no,1.4,94.465,-41.8,4.961,5228.1,no
57,management,married,university.degree,unknown,no,no,338,yes,1.4,93.444,-36.1,4.965,5228.1,no
26,blue-collar,single,basic.6y,no,no,no,83,yes,1.4,94.465,-41.8,4.864,5228.1,no
39,unemployed,married,university.degree,no,yes,no,72,yes,1.4,94.465,-41.8,4.958,5228.1,no
45,services,married,basic.6y,no,unknown,unknown,173,yes,1.4,94.465,-41.8,4.864,5228.1,no
35,technician,single,professional.course,no,yes,no,192,unknown,-3.4,92.649,-30.1,0.714,5017.5,yes
42,housemaid,married,university.degree,no,no,no,90,no,-0.1,93.2,-42,4.191,5195.8,no
36,admin.,single,university.degree,no,no,no,146,yes,-3.4,92.431,-26.9,0.742,5017.5,no
46,admin.,single,university.degree,no,no,yes,195,yes,-1.8,92.893,-46.2,1.264,5099.1,no
35,self-employed,married,university.degree,no,yes,no,192,no,1.4,93.918,-42.7,4.962,5228.1,no
24,admin.,single,high.school,no,yes,no,145,no,1.4,93.918,-42.7,4.957,5228.1,no
50,technician,married,university.degree,no,yes,no,204,yes,1.4,93.444,-36.1,4.965,5228.1,no
36,admin.,single,university.degree,no,no,no,67,yes,1.4,93.918,-42.7,4.968,5228.1,no
39,technician,single,professional.course,no,no,no,206,no,1.4,93.918,-42.7,4.966,5228.1,no
57,blue-collar,married,basic.4y,unknown,yes,no,769,no,1.4,93.918,-42.7,4.96,5228.1,no
42,blue-collar,married,basic.4y,no,no,no,110,yes,1.4,94.465,-41.8,4.864,5228.1,no
31,blue-collar,single,university.degree,no,no,no,35,no,1.4,93.918,-42.7,4.957,5228.1,no
41,admin.,single,unknown,no,yes,yes,1111,no,1.1,93.994,-36.4,4.857,5191,yes
25,blue-collar,married,basic.4y,no,no,no,114,no,-1.8,92.893,-46.2,1.25,5099.1,no
58,blue-collar,married,basic.4y,no,yes,no,48,yes,1.4,93.918,-42.7,4.962,5228.1,no
33,self-employed,married,university.degree,no,no,no,367,yes,1.1,93.994,-36.4,4.857,5191,no
42,technician,single,unknown,no,no,no,162,yes,1.1,93.994,-36.4,4.856,5191,no
41,management,married,university.degree,unknown,no,no,213,yes,1.1,93.994,-36.4,4.857,5191,no
49,blue-collar,divorced,basic.6y,no,no,no,55,yes,-0.1,93.2,-42,4.12,5195.8,no
44,blue-collar,married,basic.9y,unknown,yes,no,33,no,1.1,93.994,-36.4,4.857,5191,no
52,services,married,university.degree,no,no,no,119,yes,1.4,94.465,-41.8,4.96,5228.1,no
26,blue-collar,married,basic.9y,no,no,no,45,no,-1.8,92.893,-46.2,1.334,5099.1,no
43,admin.,married,high.school,unknown,no,no,431,yes,-1.8,92.893,-46.2,1.281,5099.1,no
43,technician,married,university.degree,no,yes,no,134,yes,1.4,93.444,-36.1,4.963,5228.1,no
26,housemaid,married,basic.4y,no,yes,no,149,yes,1.4,93.918,-42.7,4.96,5228.1,no
34,blue-collar,married,basic.6y,no,yes,no,162,yes,-1.8,92.893,-46.2,1.344,5099.1,no
24,services,single,high.school,no,no,no,401,yes,1.1,93.994,-36.4,4.858,5191,no
33,self-employed,single,university.degree,no,no,no,92,no,1.1,93.994,-36.4,4.857,5191,no
38,self-employed,single,unknown,no,no,no,843,yes,1.4,93.918,-42.7,4.961,5228.1,no
31,blue-collar,married,basic.4y,unknown,no,no,363,yes,1.1,93.994,-36.4,4.857,5191,no
32,admin.,divorced,university.degree,no,yes,no,668,no,1.4,93.918,-42.7,4.963,5228.1,no
25,self-employed,single,unknown,no,no,no,131,no,-1.8,93.749,-34.6,0.643,5008.7,no
26,admin.,single,university.degree,no,no,no,342,yes,1.4,93.918,-42.7,4.963,5228.1,no
56,retired,married,basic.4y,no,no,no,88,no,1.1,93.994,-36.4,4.857,5191,no
38,blue-collar,married,basic.6y,no,no,no,21,no,1.1,93.994,-36.4,4.855,5191,no
37,admin.,married,high.school,no,yes,no,136,yes,-3.4,92.649,-30.1,0.716,5017.5,no
22,blue-collar,single,basic.9y,no,yes,yes,848,no,1.4,93.918,-42.7,4.96,5228.1,yes
50,blue-collar,married,basic.9y,no,no,no,128,no,1.4,94.465,-41.8,4.864,5228.1,no
34,blue-collar,married,basic.9y,no,no,no,606,no,1.1,93.994,-36.4,4.859,5191,no
35,technician,single,university.degree,no,yes,no,271,yes,-1.8,92.893,-46.2,1.299,5099.1,no
48,services,divorced,basic.9y,no,unknown,unknown,67,yes,-1.8,92.893,-46.2,1.266,5099.1,no
25,admin.,married,high.school,no,no,no,95,no,1.4,93.918,-42.7,4.962,5228.1,no
39,blue-collar,single,basic.4y,no,no,no,93,yes,-1.8,92.893,-46.2,1.266,5099.1,no
52,technician,married,professional.course,no,yes,yes,211,no,-3.4,92.379,-29.8,0.797,5017.5,yes
48,technician,married,university.degree,no,no,no,239,yes,1.4,93.444,-36.1,4.964,5228.1,no
44,blue-collar,single,basic.9y,unknown,yes,no,225,no,-1.8,93.075,-47.1,1.405,5099.1,no
30,technician,single,professional.course,no,yes,no,178,yes,1.4,93.444,-36.1,4.964,5228.1,no
32,management,married,high.school,no,no,no,206,yes,1.4,94.465,-41.8,4.864,5228.1,no
52,unemployed,married,university.degree,no,no,no,115,no,-0.1,93.2,-42,4.021,5195.8,no
44,blue-collar,single,professional.course,no,no,no,123,no,-3.4,92.431,-26.9,0.742,5017.5,no
29,admin.,single,university.degree,no,yes,yes,254,no,-2.9,92.201,-31.4,0.873,5076.2,yes
41,admin.,married,university.degree,no,no,no,85,no,1.4,93.444,-36.1,4.964,5228.1,no
26,technician,married,high.school,no,yes,no,305,yes,1.1,93.994,-36.4,4.855,5191,no
32,admin.,single,university.degree,no,yes,no,233,yes,1.4,93.444,-36.1,4.966,5228.1,no
31,admin.,single,university.degree,no,yes,no,191,no,1.4,93.444,-36.1,4.963,5228.1,no
29,admin.,single,basic.9y,unknown,yes,no,198,yes,1.1,93.994,-36.4,4.857,5191,no
58,blue-collar,married,basic.4y,unknown,yes,no,148,no,1.1,93.994,-36.4,4.86,5191,no
56,technician,married,basic.4y,unknown,unknown,unknown,272,yes,1.1,93.994,-36.4,4.856,5191,no
23,blue-collar,single,professional.course,no,yes,no,136,yes,-1.8,92.893,-46.2,1.25,5099.1,no
50,technician,married,professional.course,no,yes,no,855,no,1.1,93.994,-36.4,4.864,5191,yes
29,admin.,married,university.degree,no,yes,no,565,yes,-1.8,92.893,-46.2,1.244,5099.1,yes
31,admin.,single,university.degree,no,yes,yes,140,no,1.4,93.444,-36.1,4.962,5228.1,no
48,housemaid,married,basic.4y,no,no,no,248,yes,1.4,93.444,-36.1,4.965,5228.1,no
27,blue-collar,single,unknown,no,unknown,unknown,81,unknown,1.4,93.918,-42.7,4.961,5228.1,no
24,technician,divorced,professional.course,no,no,no,332,no,-1.8,93.075,-47.1,1.405,5099.1,no
35,technician,married,high.school,no,no,no,208,yes,1.1,93.994,-36.4,4.858,5191,no
42,technician,married,university.degree,unknown,no,no,228,yes,1.4,94.465,-41.8,4.864,5228.1,no
37,admin.,married,high.school,no,no,no,14,no,-1.8,92.893,-46.2,1.244,5099.1,no
33,admin.,married,university.degree,no,yes,no,118,no,1.4,93.444,-36.1,4.963,5228.1,no
58,management,married,university.degree,no,no,no,164,no,1.4,93.444,-36.1,4.965,5228.1,no
54,retired,married,basic.9y,no,yes,no,148,no,1.4,93.918,-42.7,4.962,5228.1,no
54,technician,married,professional.course,no,yes,no,149,no,-0.1,93.2,-42,4.153,5195.8,no
39,technician,single,professional.course,no,no,no,71,yes,1.4,93.444,-36.1,4.965,5228.1,no
48,admin.,married,basic.9y,unknown,no,no,517,yes,1.1,93.994,-36.4,4.86,5191,no
34,blue-collar,divorced,basic.4y,no,no,no,204,no,-1.8,93.075,-47.1,1.405,5099.1,no
28,blue-collar,single,basic.9y,unknown,no,no,77,yes,-1.8,92.893,-46.2,1.334,5099.1,no
30,admin.,single,high.school,no,no,no,72,yes,1.4,93.444,-36.1,4.964,5228.1,no
59,retired,married,professional.course,no,yes,no,77,no,1.4,94.465,-41.8,4.864,5228.1,no
29,admin.,single,high.school,unknown,yes,no,139,yes,1.4,93.918,-42.7,4.963,5228.1,no
25,admin.,married,high.school,no,no,no,498,yes,1.1,93.994,-36.4,4.855,5191,no
47,admin.,divorced,high.school,no,yes,no,159,no,-3.4,92.379,-29.8,0.755,5017.5,no
32,admin.,married,university.degree,no,no,yes,301,yes,1.4,93.444,-36.1,4.965,5228.1,no
30,blue-collar,married,basic.6y,no,no,no,338,yes,1.4,94.465,-41.8,4.864,5228.1,no
24,technician,single,university.degree,no,no,no,197,yes,-3.4,92.431,-26.9,0.724,5017.5,no
58,entrepreneur,married,high.school,no,no,no,145,yes,-1.1,94.199,-37.5,0.882,4963.6,no
44,management,married,university.degree,no,no,no,158,yes,1.1,93.994,-36.4,4.859,5191,no
36,admin.,married,university.degree,no,yes,yes,28,yes,-3.4,92.379,-29.8,0.819,5017.5,no
33,self-employed,divorced,basic.9y,no,yes,no,355,yes,1.1,93.994,-36.4,4.856,5191,no
31,blue-collar,single,high.school,no,no,no,42,yes,1.4,93.918,-42.7,4.96,5228.1,no
38,admin.,single,university.degree,unknown,yes,no,992,no,1.4,94.465,-41.8,4.864,5228.1,yes
35,management,married,university.degree,no,yes,no,108,no,1.4,93.444,-36.1,4.962,5228.1,no
29,blue-collar,married,basic.9y,no,no,no,202,no,-1.8,92.893,-46.2,1.313,5099.1,no
58,management,married,university.degree,no,yes,no,260,no,1.4,93.918,-42.7,4.96,5228.1,no
43,blue-collar,married,basic.4y,no,yes,no,269,yes,1.1,93.994,-36.4,4.857,5191,no
55,self-employed,married,basic.4y,unknown,unknown,unknown,169,yes,1.4,93.444,-36.1,4.964,5228.1,no
53,management,married,university.degree,unknown,yes,no,186,yes,1.1,93.994,-36.4,4.856,5191,no
38,entrepreneur,married,basic.9y,no,yes,no,215,yes,1.4,93.918,-42.7,4.957,5228.1,no
36,technician,single,professional.course,no,no,no,54,yes,1.4,93.918,-42.7,4.958,5228.1,no
56,retired,married,professional.course,no,no,no,139,yes,1.4,93.444,-36.1,4.965,5228.1,no
32,admin.,married,university.degree,no,no,no,99,no,1.1,93.994,-36.4,4.86,5191,no
48,blue-collar,married,basic.9y,no,yes,no,67,no,1.4,93.444,-36.1,4.964,5228.1,no
31,technician,married,university.degree,no,no,no,57,no,-3.4,92.649,-30.1,0.714,5017.5,no
50,self-employed,married,basic.4y,unknown,yes,no,311,yes,1.4,93.444,-36.1,4.97,5228.1,no
38,services,married,high.school,unknown,yes,no,25,yes,1.4,94.465,-41.8,4.865,5228.1,no
34,admin.,single,university.degree,unknown,no,no,17,no,1.4,94.465,-41.8,4.866,5228.1,no
41,blue-collar,married,basic.4y,no,yes,no,234,yes,-1.8,92.893,-46.2,1.344,5099.1,no
51,management,married,university.degree,no,yes,no,386,yes,1.4,93.444,-36.1,4.964,5228.1,no
26,admin.,single,high.school,no,no,no,619,yes,1.1,93.994,-36.4,4.859,5191,yes
34,admin.,single,university.degree,no,no,no,260,yes,-3.4,92.379,-29.8,0.773,5017.5,yes
41,technician,married,university.degree,unknown,yes,yes,139,unknown,-1.8,93.075,-47.1,1.435,5099.1,no
41,technician,married,professional.course,no,unknown,unknown,318,no,-2.9,92.963,-40.8,1.262,5076.2,yes
26,blue-collar,married,basic.9y,no,yes,no,71,yes,1.4,94.465,-41.8,4.864,5228.1,no
32,blue-collar,married,basic.6y,unknown,yes,no,459,yes,-1.8,92.893,-46.2,1.281,5099.1,yes
49,blue-collar,married,basic.6y,unknown,no,yes,354,no,-1.8,92.893,-46.2,1.291,5099.1,no
39,technician,married,high.school,no,no,no,225,no,1.4,93.444,-36.1,4.965,5228.1,no
38,blue-collar,married,basic.9y,no,unknown,unknown,144,yes,1.4,94.465,-41.8,4.967,5228.1,no
52,retired,divorced,professional.course,no,no,no,867,yes,1.4,93.918,-42.7,4.961,5228.1,no
57,self-employed,married,university.degree,no,no,yes,1441,no,1.4,93.918,-42.7,4.962,5228.1,yes
38,housemaid,married,university.degree,no,no,no,100,no,1.4,94.465,-41.8,4.961,5228.1,no
31,admin.,married,high.school,no,no,no,172,yes,-1.8,92.893,-46.2,1.266,5099.1,no
57,blue-collar,married,basic.4y,unknown,no,no,42,no,1.4,93.918,-42.7,4.962,5228.1,no
42,self-employed,married,professional.course,unknown,unknown,unknown,665,no,-1.8,92.893,-46.2,1.25,5099.1,no
32,admin.,married,high.school,no,yes,no,154,no,1.4,93.918,-42.7,4.963,5228.1,no
31,blue-collar,married,basic.9y,no,yes,no,97,yes,1.1,93.994,-36.4,4.856,5191,no
32,entrepreneur,married,high.school,no,yes,no,356,yes,-0.1,93.2,-42,4.076,5195.8,no
40,management,married,unknown,no,yes,no,170,yes,1.4,94.465,-41.8,4.959,5228.1,no
58,blue-collar,married,basic.4y,unknown,yes,no,570,yes,1.4,94.465,-41.8,4.959,5228.1,yes
44,admin.,married,university.degree,no,yes,no,351,yes,1.4,94.465,-41.8,4.958,5228.1,no
46,entrepreneur,married,unknown,unknown,yes,no,86,no,1.4,94.465,-41.8,4.967,5228.1,no
47,admin.,married,basic.6y,unknown,yes,no,399,yes,-1.8,93.075,-47.1,1.41,5099.1,no
44,management,married,basic.6y,no,yes,yes,218,no,-1.8,92.843,-50,1.757,5099.1,no
39,admin.,married,high.school,no,no,no,138,yes,-0.1,93.2,-42,4.12,5195.8,no
38,technician,married,professional.course,no,yes,yes,63,yes,-1.8,92.843,-50,1.757,5099.1,yes
59,blue-collar,married,basic.4y,unknown,no,no,293,yes,1.1,93.994,-36.4,4.857,5191,no
49,management,divorced,university.degree,no,yes,yes,138,yes,-2.9,92.201,-31.4,0.883,5076.2,no
51,admin.,married,university.degree,no,no,no,295,yes,-2.9,92.963,-40.8,1.215,5076.2,no
55,unemployed,married,university.degree,no,yes,no,303,no,-0.1,93.2,-42,4.076,5195.8,no
49,technician,divorced,high.school,no,yes,no,1171,yes,1.4,93.918,-42.7,4.958,5228.1,no
44,admin.,married,basic.4y,unknown,yes,no,222,yes,1.4,93.444,-36.1,4.968,5228.1,no
29,blue-collar,single,high.school,no,yes,yes,146,no,-1.8,92.893,-46.2,1.281,5099.1,no
49,blue-collar,married,unknown,no,no,no,286,no,1.1,93.994,-36.4,4.857,5191,no
49,technician,married,professional.course,no,no,no,77,yes,1.4,94.465,-41.8,4.961,5228.1,no
45,admin.,divorced,basic.9y,unknown,no,no,270,no,-1.8,92.893,-46.2,1.327,5099.1,no
39,blue-collar,married,basic.9y,no,no,no,281,no,-0.1,93.2,-42,4.076,5195.8,no
35,blue-collar,married,basic.9y,unknown,no,no,91,yes,1.1,93.994,-36.4,4.858,5191,no
55,entrepreneur,single,unknown,unknown,no,no,542,no,1.4,93.918,-42.7,4.963,5228.1,yes
